actset_output,32,OpenFlow 1.1+ port,not maskable,ONFOXM_ET_ACTSET_OUTPUT,43,none,,Frag,"TYPE_MAPPINGS.put(""none"",FormatType.Frag);","LEN_MAPPINGS.put(""none"",32);"
arp_op,16,decimal,not maskable,OXM_OF_ARP_OP,21,NXM_OF_ARP_OP,15,Decimal,"TYPE_MAPPINGS.put(""NXM_OF_ARP_OP"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_OF_ARP_OP"",16);"
arp_sha,48,Ethernet,arbitrary bitwise masks,OXM_OF_ARP_SHA,24,NXM_NX_ARP_SHA,17,Decimal,"TYPE_MAPPINGS.put(""NXM_NX_ARP_SHA"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_NX_ARP_SHA"",48);"
arp_spa,32,IPv4,arbitrary bitwise masks,OXM_OF_ARP_SPA,22,NXM_OF_ARP_SPA,16,IPv4,"TYPE_MAPPINGS.put(""NXM_OF_ARP_SPA"",FormatType.IPv4);","LEN_MAPPINGS.put(""NXM_OF_ARP_SPA"",32);"
arp_tha,48,Ethernet,arbitrary bitwise masks,OXM_OF_ARP_THA,25,NXM_NX_ARP_THA,18,Decimal,"TYPE_MAPPINGS.put(""NXM_NX_ARP_THA"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_NX_ARP_THA"",48);"
arp_tpa,32,IPv4,arbitrary bitwise masks,OXM_OF_ARP_TPA,23,NXM_OF_ARP_TPA,17,IPv4,"TYPE_MAPPINGS.put(""NXM_OF_ARP_TPA"",FormatType.IPv4);","LEN_MAPPINGS.put(""NXM_OF_ARP_TPA"",32);"
conj_id,32,decimal,not maskable,none,,NXM_NX_CONJ_ID,37,Decimal,"TYPE_MAPPINGS.put(""NXM_NX_CONJ_ID"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_NX_CONJ_ID"",32);"
ct_ipv6_dst,128,IPv6,arbitrary bitwise masks,none,,NXM_NX_CT_IPV6_DST,123,IPv6,"TYPE_MAPPINGS.put(""NXM_NX_CT_IPV6_DST"",FormatType.IPv6);","LEN_MAPPINGS.put(""NXM_NX_CT_IPV6_DST"",128);"
ct_ipv6_src,128,IPv6,arbitrary bitwise masks,none,,NXM_NX_CT_IPV6_SRC,122,IPv6,"TYPE_MAPPINGS.put(""NXM_NX_CT_IPV6_SRC"",FormatType.IPv6);","LEN_MAPPINGS.put(""NXM_NX_CT_IPV6_SRC"",128);"
ct_label,128,hexadecimal,arbitrary bitwise masks,none,,NXM_NX_CT_LABEL,108,Hexadecimal,"TYPE_MAPPINGS.put(""NXM_NX_CT_LABEL"",FormatType.Hexadecimal);","LEN_MAPPINGS.put(""NXM_NX_CT_LABEL"",128);"
ct_mark,32,hexadecimal,arbitrary bitwise masks,none,,NXM_NX_CT_MARK,107,Hexadecimal,"TYPE_MAPPINGS.put(""NXM_NX_CT_MARK"",FormatType.Hexadecimal);","LEN_MAPPINGS.put(""NXM_NX_CT_MARK"",32);"
ct_nw_dst,32,IPv4,arbitrary bitwise masks,none,,NXM_NX_CT_NW_DST,121,IPv4,"TYPE_MAPPINGS.put(""NXM_NX_CT_NW_DST"",FormatType.IPv4);","LEN_MAPPINGS.put(""NXM_NX_CT_NW_DST"",32);"
ct_nw_proto,8,decimal,not maskable,none,,NXM_NX_CT_NW_PROTO,119,Decimal,"TYPE_MAPPINGS.put(""NXM_NX_CT_NW_PROTO"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_NX_CT_NW_PROTO"",8);"
ct_nw_src,32,IPv4,arbitrary bitwise masks,none,,NXM_NX_CT_NW_SRC,120,IPv4,"TYPE_MAPPINGS.put(""NXM_NX_CT_NW_SRC"",FormatType.IPv4);","LEN_MAPPINGS.put(""NXM_NX_CT_NW_SRC"",32);"
ct_state,32,ct state,arbitrary bitwise masks,none,,NXM_NX_CT_STATE,105,#N/A,#N/A,"LEN_MAPPINGS.put(""NXM_NX_CT_STATE"",32);"
ct_tp_dst,16,decimal,arbitrary bitwise masks,none,,NXM_NX_CT_TP_DST,125,Decimal,"TYPE_MAPPINGS.put(""NXM_NX_CT_TP_DST"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_NX_CT_TP_DST"",16);"
ct_tp_src,16,decimal,arbitrary bitwise masks,none,,NXM_NX_CT_TP_SRC,124,Decimal,"TYPE_MAPPINGS.put(""NXM_NX_CT_TP_SRC"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_NX_CT_TP_SRC"",16);"
ct_zone,16,hexadecimal,not maskable,none,,NXM_NX_CT_ZONE,106,Hexadecimal,"TYPE_MAPPINGS.put(""NXM_NX_CT_ZONE"",FormatType.Hexadecimal);","LEN_MAPPINGS.put(""NXM_NX_CT_ZONE"",16);"
eth_dst,48,Ethernet,arbitrary bitwise masks,OXM_OF_ETH_DST,3,NXM_OF_ETH_DST,1,Decimal,"TYPE_MAPPINGS.put(""NXM_OF_ETH_DST"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_OF_ETH_DST"",48);"
eth_src,48,Ethernet,arbitrary bitwise masks,OXM_OF_ETH_SRC,4,NXM_OF_ETH_SRC,2,Decimal,"TYPE_MAPPINGS.put(""NXM_OF_ETH_SRC"",FormatType.Decimal);","LEN_MAPPINGS.put(""NXM_OF_ETH_SRC"",48);"
